temperature,dewpoint,wind_dir,wind_speed,pressure,precip_01h,precip_03h,precip_06h,precip_12h,precip_24h,snow_dept,date
39707,37833,35605,41620,13696,7646,639,884,1,599,554,1999-01-01
41546,39643,38338,43362,14408,8754,931,1088,0,1064,770,1999-01-02
40799,38925,38052,43024,14426,8504,693,1217,0,1099,827,1999-01-03
38749,36757,36280,41427,12935,6908,458,615,2,1025,759,1999-01-04
36985,35006,33195,39281,12297,6535,361,494,3,917,750,1999-01-05
40481,38295,36054,42760,13757,7287,592,711,0,932,770,1999-01-06
41204,38929,36996,43299,13744,7413,631,923,3,998,795,1999-01-07
42974,40852,38085,44923,14665,8308,913,1084,1,1028,822,1999-01-08
42177,40066,38216,44343,14432,8439,888,1154,2,1172,868,1999-01-09
6502,6450,5885,6785,251,5374,8,12,2,568,169,1999-01-10
39895,37936,35621,42209,13561,7001,446,587,1,960,795,1999-01-11
39737,37829,36154,41768,13503,7085,489,633,1,1034,811,1999-01-12
41902,39845,38225,43777,14139,7695,690,882,2,1047,776,1999-01-13
44124,42067,40250,45885,14556,8528,961,1160,2,1136,717,1999-01-14
43048,41192,38685,45044,13333,8565,964,1330,2,1186,773,1999-01-15
42525,40438,39089,44873,13168,7340,497,696,0,1160,724,1999-01-16
42765,40690,37535,44773,13378,7491,523,703,1,1015,673,1999-01-17
44272,42003,40503,46792,14214,8887,966,1278,2,1245,682,1999-01-18
42605,40023,38160,45217,13058,7332,558,760,1,1191,698,1999-01-19
43665,40895,36999,46064,13250,7366,583,776,1,974,651,1999-01-20
44813,42083,38750,47005,13715,7410,584,816,0,1042,658,1999-01-21
38044,36216,35497,39914,11640,8279,781,1315,0,1072,638,1999-01-22
45084,43144,43129,47174,14460,9566,1199,1507,1,1267,718,1999-01-23
44222,42293,41017,46444,14310,8629,894,1135,1,1262,697,1999-01-24
42811,40781,37879,44706,13363,7103,478,636,1,1079,647,1999-01-25
42843,40570,37721,44817,13206,7057,442,590,2,987,638,1999-01-26
43386,41071,39086,45633,13324,7056,454,667,3,1001,658,1999-01-27
42832,40522,39126,44895,13055,7657,629,798,0,1059,678,1999-01-28
44044,41561,39762,46221,13478,8106,762,928,1,1054,621,1999-01-29
41916,39319,36800,43949,13025,8101,724,876,0,1010,602,1999-01-30
42316,39542,39147,44503,13271,8105,769,926,1,953,531,1999-01-31
44133,41316,40461,46444,4243,7890,770,1025,0,1129,582,1999-02-01
45057,42151,41764,47455,4262,8812,964,1138,0,1263,591,1999-02-02
43491,40678,39643,45839,4193,7021,416,652,1,1173,584,1999-02-03
42261,39339,38418,44545,4226,7325,586,845,0,1089,553,1999-02-04
38053,35363,34953,39897,3842,6919,437,483,0,1013,513,1999-02-05
39909,37428,36328,41845,4257,7463,574,777,1,1072,540,1999-02-06
40609,38109,37136,42465,4212,8018,699,881,1,1127,550,1999-02-07
39956,37550,36689,41773,3865,7014,469,696,1,1086,543,1999-02-08
40052,37609,35577,41983,4246,6857,334,470,0,925,573,1999-02-09
40565,38160,36866,42503,4189,6889,386,628,0,1016,584,1999-02-10
41473,39160,38299,43233,4289,7061,392,567,1,948,580,1999-02-11
41925,39809,39756,43791,4146,7446,581,755,1,1065,592,1999-02-12
39717,37771,36877,41647,4260,7099,500,681,1,1158,620,1999-02-13
38146,36435,34215,39558,4161,6434,223,353,1,937,519,1999-02-14
38535,36704,34378,40077,4175,6154,124,172,4,814,487,1999-02-15
39720,37843,35547,41251,4243,7105,430,543,0,852,510,1999-02-16
41555,39581,37239,43247,4275,7607,729,925,0,1082,532,1999-02-17
42490,40582,37793,44009,4126,8190,817,1069,0,1149,536,1999-02-18
41872,40049,37587,43517,4348,7039,537,760,0,1082,563,1999-02-19
40430,38657,36324,41930,4281,6874,447,606,1,939,536,1999-02-20
39857,38031,36352,41295,4279,7352,602,835,0,957,517,1999-02-21
38889,37110,36515,40425,4275,6992,429,574,0,973,517,1999-02-22
40499,38727,36984,42165,4217,7282,435,663,0,953,564,1999-02-23
41135,39290,36231,42553,4108,7043,501,646,2,1025,564,1999-02-24
41875,40022,36141,43276,4313,7641,587,737,1,996,601,1999-02-25
41438,39575,37578,42940,4287,6916,396,579,0,1042,564,1999-02-26
39716,37921,35699,41261,4248,7393,542,705,1,981,530,1999-02-27
40510,38670,37516,42326,4186,8056,848,1063,0,1100,522,1999-02-28
40369,38572,36638,42060,4237,7862,654,746,1,1077,523,1999-03-01
40124,38290,35925,41850,3790,7154,428,571,1,909,448,1999-03-02
41213,39373,38680,43078,4130,7923,665,876,0,1089,554,1999-03-03
41128,39261,38566,42851,3918,7842,661,821,1,1157,599,1999-03-04
40444,38629,37286,41879,4181,7110,429,523,0,990,572,1999-03-05
41563,39695,37776,43000,4211,7867,615,819,0,960,606,1999-03-06
40327,38429,36921,41889,4229,7505,484,636,0,956,652,1999-03-07
40958,39065,39282,42692,4239,8233,648,862,1,991,647,1999-03-08
43334,41415,41111,45123,4229,8840,955,1155,1,1189,741,1999-03-09
41598,39669,38214,43180,4225,7125,491,686,0,1123,747,1999-03-10
41004,39036,37623,42751,4236,7181,365,511,1,939,665,1999-03-11
41680,39807,38335,43421,4266,8312,691,855,1,993,679,1999-03-12
40463,38584,36324,42024,4202,8192,712,901,0,1078,684,1999-03-13
40812,38985,36371,42186,4225,8115,666,806,1,1033,605,1999-03-14
40949,39129,37378,42502,4205,8096,595,756,0,1076,648,1999-03-15
40063,38287,36799,41724,4313,7056,311,427,0,1026,630,1999-03-16
40597,38759,37260,41961,4274,6659,177,265,2,899,544,1999-03-17
40209,38464,36928,41642,3922,6752,344,480,2,943,485,1999-03-18
39851,38041,36103,41170,4241,7111,353,407,2,976,489,1999-03-19
39803,37929,35536,41040,4269,7129,353,463,1,926,448,1999-03-20
40022,38134,35926,41155,4190,7288,472,613,0,902,438,1999-03-21
40593,38793,36670,42010,3955,7593,512,696,1,1010,431,1999-03-22
41381,39466,37542,42892,4233,6963,354,489,2,962,467,1999-03-23
43478,41612,38643,44977,4214,7148,407,550,1,929,437,1999-03-24
43785,41870,40318,45423,4187,7656,523,735,1,1095,430,1999-03-25
43070,41164,39827,44635,4222,7365,432,571,2,1048,414,1999-03-26
42604,40689,39156,44090,4185,7368,434,624,0,964,388,1999-03-27
42427,40485,38624,43971,4150,8631,698,916,0,1110,383,1999-03-28
43157,41185,39536,44823,4217,7417,477,641,1,1027,387,1999-03-29
42439,40552,39283,44201,4252,6975,357,479,2,1002,399,1999-03-30
43746,41886,41187,45474,4255,7486,505,649,2,996,430,1999-03-31
44744,42931,42272,46426,3790,8340,806,1063,1,913,390,1999-04-01
45114,43214,41537,47043,4658,7629,538,821,1,1053,453,1999-04-02
44528,42676,41512,46319,4571,8452,772,1054,1,1059,440,1999-04-03
43437,41632,41084,45685,4570,8566,774,1103,0,1303,473,1999-04-04
42457,40682,40090,44106,4581,8367,734,982,0,1232,466,1999-04-05
42792,41015,39459,44387,4599,8106,620,788,0,1109,408,1999-04-06
43715,41890,40762,45525,4681,7262,398,559,0,1056,389,1999-04-07
41726,40055,38921,43425,3950,7539,573,585,0,871,311,1999-04-08
44085,42249,42604,45828,4712,8424,759,1034,0,1187,366,1999-04-09
42688,40886,41023,44156,4664,7595,494,692,0,1104,357,1999-04-10
43121,41292,40418,44647,4687,8283,606,774,0,1039,350,1999-04-11
42980,41135,39118,44391,4656,7291,437,613,0,1039,341,1999-04-12
42970,41162,39877,44679,4584,6818,261,397,0,927,330,1999-04-13
43595,41789,39916,45285,4636,8209,560,870,0,1088,359,1999-04-14
43887,42025,40729,45462,4621,8734,762,932,0,1070,334,1999-04-15
43405,41683,41090,45009,4717,8422,771,960,0,1048,316,1999-04-16
42300,40565,39327,43894,4432,7713,586,730,0,958,285,1999-04-17
41594,39756,37484,43159,4581,6987,397,565,0,931,298,1999-04-18
41727,39887,36941,43292,4628,7170,394,560,0,953,294,1999-04-19
42343,40445,37370,44019,4422,7610,535,761,0,1070,272,1999-04-20
42874,40953,39011,44438,4652,7274,407,673,0,974,280,1999-04-21
44014,42153,41010,45548,4773,8431,707,954,0,1016,299,1999-04-22
44155,42266,42068,45738,4690,8580,789,1021,2,1042,298,1999-04-23
41707,39727,38960,43260,4447,7087,415,830,2,1104,287,1999-04-24
42548,40600,38560,44025,4663,7930,573,748,0,1053,294,1999-04-25
44185,42185,40314,45774,4736,7886,661,952,0,1140,280,1999-04-26
43309,41321,39858,44841,4762,7669,552,717,1,1105,264,1999-04-27
44814,42906,41801,46451,4430,7564,565,1097,5,1047,252,1999-04-28
44689,42746,42383,46468,4489,7958,678,1227,3,981,280,1999-04-29
43640,41732,40485,45347,4797,7646,544,723,0,1058,274,1999-04-30
42740,40765,38225,44353,4718,7427,518,659,2,1027,249,1999-05-01
42442,40536,38910,44005,4505,7779,593,760,0,1031,234,1999-05-02
43694,41802,40899,45336,4641,7976,702,974,0,1070,245,1999-05-03
43913,41975,41515,45637,4209,8334,859,1144,0,1128,246,1999-05-04
44128,42233,41537,45851,4153,8705,827,1157,1,1227,234,1999-05-05
44329,42355,41559,45960,4721,8201,709,1068,1,1162,232,1999-05-06
43938,41993,41536,45807,4765,8189,614,869,0,1124,225,1999-05-07
43722,41884,40937,45535,4739,7444,516,779,0,1085,218,1999-05-08
42750,40980,37873,44444,4264,7112,444,647,0,1061,215,1999-05-09
43357,41538,39726,45186,4331,7741,526,707,1,1030,212,1999-05-10
43931,42000,40341,45705,4714,7678,496,692,0,1041,236,1999-05-11
44660,42725,40542,46403,4777,8250,662,888,0,1139,227,1999-05-12
45466,43616,41681,47328,4788,7938,624,741,2,1187,221,1999-05-13
41959,40354,38702,43453,3900,7146,476,552,1,1089,208,1999-05-14
43455,41576,40283,45045,4819,7111,359,525,3,1001,203,1999-05-15
43576,41775,40060,45247,4753,7048,331,442,0,996,192,1999-05-16
45032,43144,41291,46773,4680,8117,576,637,2,887,201,1999-05-17
46222,44337,42654,48167,4760,7712,563,799,1,1105,214,1999-05-18
45482,43571,41091,47536,4616,7544,459,770,3,1196,203,1999-05-19
45513,43632,41265,47399,4816,7860,410,611,2,1050,215,1999-05-20
44385,42450,40027,46264,4822,7111,326,500,2,1026,217,1999-05-21
43171,41343,37930,44918,4731,7379,426,583,2,1010,205,1999-05-22
41771,40081,37805,43410,3706,7987,592,885,1,1066,186,1999-05-23
44642,42807,41585,46558,4782,8208,719,988,0,1158,195,1999-05-24
40119,38401,37958,41904,4610,7473,618,857,0,1166,197,1999-05-25
43553,41668,39813,45307,4848,7350,500,748,1,1141,193,1999-05-26
43057,41169,38465,44664,4707,6894,330,521,1,984,193,1999-05-27
42495,40637,36283,43965,4811,6755,248,425,4,887,189,1999-05-28
42436,40512,36569,43721,4786,6922,340,528,2,882,186,1999-05-29
41967,40143,37166,43365,4715,7490,510,703,0,999,190,1999-05-30
43364,41503,39682,44896,4723,7823,643,931,2,1089,188,1999-05-31
44254,42392,41945,46227,4829,7981,692,1008,1,1195,181,1999-06-01
44899,43093,41922,46968,4610,8285,776,1107,1,1187,178,1999-06-02
44531,42678,41731,46485,4765,7722,682,997,0,1210,183,1999-06-03
43471,41659,40613,45224,4740,7015,311,527,0,1116,197,1999-06-04
43234,41369,39610,44826,4788,7259,373,569,2,1060,189,1999-06-05
42462,40647,39680,44144,4704,7362,421,591,2,1036,182,1999-06-06
43373,41521,40288,45366,4828,7191,425,595,1,1138,188,1999-06-07
41174,39816,36661,42408,3815,7203,345,560,1,1052,199,1999-06-08
40937,39160,36446,42624,4486,7016,366,589,0,1076,196,1999-06-09
43034,41210,38058,44618,4630,7529,399,712,1,1020,189,1999-06-10
44596,42751,39873,46268,4800,7431,450,726,1,1101,186,1999-06-11
43638,41822,38106,45342,4703,7137,438,652,2,1025,178,1999-06-12
