temperature,dewpoint,wind_dir,wind_speed,pressure,precip_01h,precip_03h,precip_06h,precip_12h,precip_24h,snow_dept,date
66825,63352,0,0,0,594,473,5070,54,1958,739,1997-01-01
67272,63063,0,0,0,461,490,5226,47,2132,732,1997-01-02
67119,63136,0,0,0,286,465,5420,45,1942,703,1997-01-03
68169,64034,0,0,0,186,468,5531,53,1917,707,1997-01-04
67818,63875,0,0,0,468,735,5716,37,1960,679,1997-01-05
65700,61436,0,0,0,688,553,5871,49,2050,742,1997-01-06
61894,57498,0,0,0,424,630,5309,46,1822,745,1997-01-07
66493,62283,0,0,0,460,595,5840,32,1994,808,1997-01-08
69955,67024,0,0,0,550,828,6335,28,2131,896,1997-01-09
70578,67962,0,0,0,470,926,6267,20,2209,1010,1997-01-10
65472,62784,0,0,0,246,674,5758,30,2059,1003,1997-01-11
64290,61737,0,0,0,151,692,5795,44,1856,935,1997-01-12
65561,62911,0,0,0,93,631,5697,35,2009,905,1997-01-13
65698,63106,0,0,0,104,481,5711,45,2020,868,1997-01-14
69951,67363,0,0,0,150,614,6067,62,1941,921,1997-01-15
73381,70809,0,0,0,315,731,6386,60,2336,885,1997-01-16
66688,63658,0,0,0,763,375,6100,46,1896,837,1997-01-17
63068,60189,0,0,0,373,422,5671,74,1860,796,1997-01-18
63724,60836,0,0,0,637,455,5532,88,1836,798,1997-01-19
65987,63032,0,0,0,495,436,5575,73,1794,852,1997-01-20
69523,66468,0,0,0,325,443,6198,61,2105,856,1997-01-21
73737,70162,0,0,0,528,710,6162,76,2147,815,1997-01-22
76861,72926,0,0,0,572,689,6080,56,2213,812,1997-01-23
76833,72596,0,0,0,130,606,5897,38,1864,772,1997-01-24
76438,72324,0,0,0,470,934,6521,60,2262,835,1997-01-25
72333,68148,0,0,0,429,607,6011,69,2037,819,1997-01-26
72646,69182,0,0,0,208,625,6075,62,1918,839,1997-01-27
74828,71494,0,0,0,662,678,6640,65,2304,962,1997-01-28
70497,67463,0,0,0,540,379,5859,40,2140,895,1997-01-29
71157,68351,0,0,0,550,471,6369,43,2042,899,1997-01-30
9200,8926,0,0,0,45,11,951,0,9,146,1997-01-31
71807,69362,0,0,0,576,518,5551,56,1979,897,1997-02-01
71778,68976,0,0,0,278,323,5266,37,1794,761,1997-02-02
70176,67563,0,0,0,164,465,5577,20,1797,778,1997-02-03
75186,72794,0,0,0,149,739,6331,34,2088,767,1997-02-04
75004,72586,0,0,0,416,657,6127,20,2275,740,1997-02-05
72603,70236,0,0,0,403,593,6196,21,2029,746,1997-02-06
75116,72482,0,0,0,141,846,6134,22,1866,743,1997-02-07
72356,70056,0,0,0,77,701,4602,27,1680,750,1997-02-08
68082,65710,0,0,0,63,326,3920,38,1489,697,1997-02-09
70583,68085,0,0,0,105,546,4368,28,1460,703,1997-02-10
72852,70561,0,0,0,417,648,5078,38,1713,787,1997-02-11
75918,73290,0,0,0,379,860,5278,32,1681,863,1997-02-12
73791,71144,0,0,0,376,657,5401,25,2044,866,1997-02-13
76755,73901,0,0,0,582,840,5456,35,2028,851,1997-02-14
71387,68887,0,0,0,621,643,4552,44,1783,776,1997-02-15
69170,66776,0,0,0,283,448,4135,37,1630,795,1997-02-16
67422,64892,0,0,0,320,450,4235,58,1677,754,1997-02-17
67122,64633,0,0,0,380,276,4085,30,1509,719,1997-02-18
68243,65996,0,0,0,557,489,4490,37,1572,674,1997-02-19
73105,70471,0,0,0,444,700,4647,27,1769,703,1997-02-20
85210,82320,0,0,0,437,885,4948,22,1900,724,1997-02-21
71119,68601,0,0,0,470,591,4411,29,1823,692,1997-02-22
65807,63311,0,0,0,182,419,3879,14,1436,665,1997-02-23
68036,65492,0,0,0,192,578,4129,27,1560,673,1997-02-24
70195,67566,0,0,0,150,584,4584,29,1720,707,1997-02-25
75023,72316,0,0,0,212,812,4558,25,1758,677,1997-02-26
74703,71818,0,0,0,313,829,4381,28,1868,710,1997-02-27
9432,9009,0,0,0,30,3,658,0,11,107,1997-02-28
74247,71101,0,0,0,610,735,4689,32,1866,669,1997-03-01
72046,69057,0,0,0,717,707,4711,27,1896,723,1997-03-02
70605,67896,0,0,0,200,539,4241,32,1634,701,1997-03-03
73607,70891,0,0,0,133,571,4457,19,1664,742,1997-03-04
71590,68929,0,0,0,226,499,4123,20,1605,678,1997-03-05
70498,67981,0,0,0,768,728,4555,26,1867,739,1997-03-06
66534,63772,0,0,0,545,369,4112,23,1621,729,1997-03-07
65816,63113,0,0,0,199,419,4093,17,1393,687,1997-03-08
66087,63541,0,0,0,429,477,4192,18,1611,679,1997-03-09
66585,63931,0,0,0,336,462,4307,23,1805,698,1997-03-10
69098,66367,0,0,0,258,397,4172,25,1432,668,1997-03-11
68852,66267,0,0,0,296,355,4433,23,1535,651,1997-03-12
70435,67826,0,0,0,197,566,4181,4,1522,632,1997-03-13
74831,71982,0,0,0,170,1009,4875,14,1910,731,1997-03-14
68831,66220,0,0,0,424,474,4245,14,1711,718,1997-03-15
66741,64000,0,0,0,295,342,4136,26,1549,721,1997-03-16
68001,65255,0,0,0,381,416,4363,31,1556,639,1997-03-17
70807,68030,0,0,0,718,573,4551,33,1688,628,1997-03-18
69205,66391,0,0,0,645,593,4666,27,1769,581,1997-03-19
68007,65105,0,0,0,378,372,4300,12,1653,583,1997-03-20
63641,60771,0,0,0,326,278,3613,17,1207,407,1997-03-21
66819,64010,0,0,0,244,316,4093,30,1564,562,1997-03-22
65930,63028,0,0,0,185,215,4252,26,1578,537,1997-03-23
66245,63429,0,0,0,241,308,4066,19,1551,588,1997-03-24
69367,66529,0,0,0,293,502,4540,19,1792,566,1997-03-25
69776,66739,0,0,0,598,540,4480,31,1983,551,1997-03-26
65334,62416,0,0,0,373,238,4134,46,1629,507,1997-03-27
66853,64141,0,0,0,395,529,4433,19,1739,464,1997-03-28
69212,66369,0,0,0,453,468,4436,37,1829,485,1997-03-29
68181,65221,0,0,0,493,425,4334,49,1793,469,1997-03-30
8832,8427,0,0,0,27,3,627,0,6,90,1997-03-31
67459,64748,0,0,0,291,493,4343,38,1725,525,1997-04-01
66688,63898,0,0,0,478,413,4264,39,1630,477,1997-04-02
67185,64609,0,0,0,290,429,4544,37,1783,447,1997-04-03
69908,67149,0,0,0,127,623,4649,32,1793,461,1997-04-04
67785,65221,0,0,0,112,895,4275,15,1349,349,1997-04-05
67085,64580,0,0,0,316,623,4570,31,1893,521,1997-04-06
