temperature,dewpoint,wind_dir,wind_speed,pressure,precip_01h,precip_03h,precip_06h,precip_12h,precip_24h,snow_dept,date
41698,40006,0,0,0,82,119,2908,19,1192,1137,1994-01-01
42186,40300,0,0,0,42,133,2926,45,1541,1133,1994-01-02
42439,40604,0,0,0,57,175,3187,26,1453,1085,1994-01-03
42365,40067,0,0,0,83,255,3355,47,1732,1294,1994-01-04
42523,40294,0,0,0,57,111,3114,36,1619,1252,1994-01-05
42504,40026,0,0,0,16,155,3199,49,1477,1359,1994-01-06
42530,40101,0,0,0,55,167,3254,24,1442,1408,1994-01-07
41982,39519,0,0,0,36,200,3134,18,1481,1370,1994-01-08
41482,39306,0,0,0,34,56,2867,32,1461,1201,1994-01-09
42055,39792,0,0,0,19,62,2879,32,1172,1182,1994-01-10
42008,39807,0,0,0,45,136,3191,27,1368,1139,1994-01-11
43297,41009,0,0,0,46,168,3261,45,1539,1129,1994-01-12
43067,40592,0,0,0,46,110,3125,38,1439,1115,1994-01-13
42310,39334,0,0,0,26,149,3151,23,1541,1339,1994-01-14
42426,39310,0,0,0,12,60,2995,32,1298,1208,1994-01-15
41763,39126,0,0,0,18,87,2906,65,1196,1274,1994-01-16
41461,38942,0,0,0,42,229,3141,90,1523,1531,1994-01-17
41933,38627,0,0,0,10,122,2907,81,1577,1418,1994-01-18
42715,39885,0,0,0,2,55,2835,56,1238,1266,1994-01-19
41600,39409,0,0,0,5,71,2941,67,1126,1168,1994-01-20
42866,41005,0,0,0,26,127,3086,56,1160,1108,1994-01-21
42338,40416,0,0,0,70,135,3039,41,1245,1167,1994-01-22
42026,40185,0,0,0,77,97,2849,41,1323,1090,1994-01-23
42309,40406,0,0,0,61,101,2746,29,1259,1110,1994-01-24
42992,40806,0,0,0,32,184,2994,22,1360,1046,1994-01-25
43237,40897,0,0,0,147,205,3294,12,1608,1181,1994-01-26
43610,41270,0,0,0,101,245,3195,28,1558,1218,1994-01-27
43303,41092,0,0,0,34,316,3327,31,1646,1298,1994-01-28
43092,41302,0,0,0,22,143,3019,45,1723,1206,1994-01-29
41652,39845,0,0,0,9,114,2997,35,1424,1112,1994-01-30
4590,4411,0,0,0,0,8,125,0,1,3,1994-01-31
42864,41050,0,0,0,3,48,3020,31,1120,1082,1994-02-01
43422,41710,0,0,0,35,56,3115,53,1269,1092,1994-02-02
42528,40946,0,0,0,2,90,3131,41,1216,1103,1994-02-03
42616,40950,0,0,0,5,97,3172,17,1233,1058,1994-02-04
42320,40752,0,0,0,49,77,3110,18,1282,956,1994-02-05
40969,39405,0,0,0,36,37,2572,30,1048,909,1994-02-06
42358,40028,0,0,0,51,140,3021,37,1102,1019,1994-02-07
43119,40493,0,0,0,46,355,3375,58,1533,1264,1994-02-08
45717,42765,0,0,0,56,329,3355,61,1714,1403,1994-02-09
42981,40986,0,0,0,111,209,3137,55,1504,1176,1994-02-10
42847,41042,0,0,0,25,225,2899,30,1278,1138,1994-02-11
42083,40097,0,0,0,3,78,2458,54,1192,960,1994-02-12
41435,39430,0,0,0,33,92,2482,38,1122,957,1994-02-13
15394,14801,0,0,0,6,22,1114,8,561,321,1994-02-14
,,,,,,,,,,,1994-02-15
,,,,,,,,,,,1994-02-16
,,,,,,,,,,,1994-02-17
28513,27300,0,0,0,76,47,2376,50,1020,731,1994-02-18
43014,41204,0,0,0,70,112,3072,58,1340,935,1994-02-19
41939,40298,0,0,0,83,154,3074,52,1332,875,1994-02-20
42452,40698,0,0,0,111,151,3094,35,1406,857,1994-02-21
43319,41444,0,0,0,233,201,3198,33,1410,951,1994-02-22
43878,41461,0,0,0,111,318,3544,8,1599,1267,1994-02-23
42515,40032,0,0,0,96,237,3394,30,1656,1363,1994-02-24
42871,40642,0,0,0,103,126,3052,34,1480,1270,1994-02-25
42076,40150,0,0,0,83,107,2917,42,1278,1115,1994-02-26
42579,40851,0,0,0,90,49,3021,27,1193,1112,1994-02-27
4872,4610,0,0,0,32,0,121,0,2,0,1994-02-28
43544,41467,0,0,0,155,163,3290,29,1426,1010,1994-03-01
42627,40631,0,0,0,53,223,3433,26,1425,927,1994-03-02
42739,40787,0,0,0,78,150,3260,42,1379,1093,1994-03-03
43556,41319,0,0,0,40,51,3171,33,1322,915,1994-03-04
43017,41216,0,0,0,53,20,3020,24,1257,811,1994-03-05
42447,40736,0,0,0,9,84,3196,24,1255,764,1994-03-06
43247,41472,0,0,0,56,125,3206,23,1284,715,1994-03-07
42700,40657,0,0,0,144,156,3142,8,1269,771,1994-03-08
43723,41726,0,0,0,70,169,3378,33,1438,915,1994-03-09
42772,40774,0,0,0,45,207,3340,21,1554,942,1994-03-10
42794,41162,0,0,0,19,76,3285,24,1441,742,1994-03-11
42159,40624,0,0,0,9,58,3062,53,1239,685,1994-03-12
41767,40164,0,0,0,35,137,3015,30,1266,649,1994-03-13
43109,41380,0,0,0,9,67,3155,37,1424,689,1994-03-14
42759,41121,0,0,0,29,131,3181,19,1250,670,1994-03-15
42675,40900,0,0,0,42,127,3359,16,1425,710,1994-03-16
43068,41506,0,0,0,27,66,3237,22,1399,717,1994-03-17
42540,40901,0,0,0,76,108,3368,31,1401,780,1994-03-18
42743,41217,0,0,0,45,75,3138,23,1431,741,1994-03-19
42136,40448,0,0,0,40,95,3135,29,1262,668,1994-03-20
41881,40083,0,0,0,69,170,3248,38,1421,588,1994-03-21
42647,40893,0,0,0,59,106,3234,30,1426,603,1994-03-22
42527,40796,0,0,0,36,94,3284,19,1302,642,1994-03-23
43314,41564,0,0,0,26,122,3358,28,1408,622,1994-03-24
42613,41049,0,0,0,17,172,3346,21,1440,568,1994-03-25
42220,40523,0,0,0,70,143,3322,17,1419,636,1994-03-26
40686,38840,0,0,0,93,256,3346,15,1574,747,1994-03-27
42075,40257,0,0,0,25,219,3147,33,1520,647,1994-03-28
41671,40265,0,0,0,13,180,3270,40,1599,593,1994-03-29
41621,40285,0,0,0,67,52,3147,39,1380,478,1994-03-30
4726,4570,0,0,0,0,0,115,0,0,0,1994-03-31
42161,40876,0,0,0,3,25,3248,28,1229,396,1994-04-01
42113,40755,0,0,0,31,32,2950,17,1062,394,1994-04-02
42647,41244,0,0,0,77,89,3121,35,1278,392,1994-04-03
42669,41184,0,0,0,19,66,3060,28,1433,414,1994-04-04
43295,41717,0,0,0,103,75,3223,15,1338,462,1994-04-05
42610,40745,0,0,0,148,265,3487,19,1538,463,1994-04-06
43892,42023,0,0,0,72,132,3399,30,1661,506,1994-04-07
42599,41314,0,0,0,65,60,3234,23,1397,406,1994-04-08
42956,41369,0,0,0,137,138,3314,21,1370,349,1994-04-09
42426,40546,0,0,0,152,220,3431,10,1455,398,1994-04-10
43467,41676,0,0,0,250,154,3318,30,1527,408,1994-04-11
43453,41741,0,0,0,105,217,3529,18,1587,352,1994-04-12
42110,40293,0,0,0,42,200,3389,28,1644,295,1994-04-13
42789,40973,0,0,0,28,36,2865,42,1331,333,1994-04-14
42798,41116,0,0,0,13,122,3384,19,1383,310,1994-04-15
42692,40892,0,0,0,34,129,3359,27,1508,296,1994-04-16
42254,40711,0,0,0,8,22,2954,41,1238,309,1994-04-17
43010,41310,0,0,0,9,51,3158,47,1151,314,1994-04-18
42691,41028,0,0,0,11,38,3229,28,1198,260,1994-04-19
42766,41057,0,0,0,21,38,3353,42,1291,239,1994-04-20
43437,41924,0,0,0,55,87,3447,49,1438,258,1994-04-21
43560,41999,0,0,0,28,81,3466,48,1427,246,1994-04-22
42945,41278,0,0,0,34,51,3383,30,1263,247,1994-04-23
41531,39906,0,0,0,41,95,3231,35,1341,282,1994-04-24
43477,41610,0,0,0,109,174,3390,18,1423,259,1994-04-25
43567,41446,0,0,0,63,205,3684,24,1659,330,1994-04-26
43428,41727,0,0,0,108,134,3432,30,1674,344,1994-04-27
41060,39372,0,0,0,171,191,3337,52,1756,347,1994-04-28
42845,41100,0,0,0,168,158,3429,43,1604,352,1994-04-29
4475,4301,0,0,0,3,0,118,0,1,0,1994-04-30
41663,40096,0,0,0,28,107,3280,16,1652,213,1994-05-01
42447,40760,0,0,0,119,108,3203,24,1506,177,1994-05-02
43299,41763,0,0,0,89,95,3476,23,1428,178,1994-05-03
44619,43104,0,0,0,100,134,3200,27,1438,161,1994-05-04
42676,41305,0,0,0,8,65,3335,20,1350,145,1994-05-05
41802,40406,0,0,0,88,128,3310,38,1474,129,1994-05-06
42442,41005,0,0,0,53,158,3349,32,1421,124,1994-05-07
42017,40543,0,0,0,44,142,3244,31,1573,128,1994-05-08
42779,41370,0,0,0,70,52,3322,29,1432,124,1994-05-09
42692,41281,0,0,0,48,33,3261,17,1278,132,1994-05-10
42635,41243,0,0,0,22,67,3293,23,1282,112,1994-05-11
42799,41396,0,0,0,35,88,3437,38,1506,118,1994-05-12
42625,41139,0,0,0,65,98,3307,45,1493,123,1994-05-13
42185,40719,0,0,0,70,109,3446,30,1488,128,1994-05-14
42302,40806,0,0,0,64,157,3498,11,1596,106,1994-05-15
42529,41072,0,0,0,67,134,3400,21,1651,86,1994-05-16
42775,41352,0,0,0,48,123,3457,23,1512,72,1994-05-17
42015,40641,0,0,0,30,62,3024,48,1365,69,1994-05-18
41081,39661,0,0,0,50,114,2890,37,1217,69,1994-05-19
41489,40181,0,0,0,40,96,2908,56,1280,64,1994-05-20
41640,40313,0,0,0,20,34,2828,35,1206,74,1994-05-21
40945,39648,0,0,0,11,22,2831,37,1107,62,1994-05-22
41303,39903,0,0,0,13,42,2794,36,1048,55,1994-05-23
40865,39351,0,0,0,10,66,2994,33,1191,63,1994-05-24
42197,40395,0,0,0,32,138,3039,28,1350,48,1994-05-25
41989,40182,0,0,0,100,142,3262,49,1471,51,1994-05-26
41626,40065,0,0,0,38,88,3273,35,1576,63,1994-05-27
41968,40456,0,0,0,28,37,2872,61,1268,66,1994-05-28
40333,38844,0,0,0,91,72,3036,66,1301,64,1994-05-29
41453,39855,0,0,0,40,67,3108,40,1360,54,1994-05-30
4597,4393,0,0,0,9,4,127,0,1,0,1994-05-31
42160,40461,0,0,0,66,100,3302,33,1536,54,1994-06-01
42404,40959,0,0,0,51,102,3293,40,1415,44,1994-06-02
42176,40622,0,0,0,61,44,3098,18,1314,50,1994-06-03
39929,38255,0,0,0,67,64,2929,29,1196,65,1994-06-04
41238,39647,0,0,0,43,68,2849,23,1220,32,1994-06-05
41548,39804,0,0,0,115,127,3155,26,1379,34,1994-06-06
41011,39173,0,0,0,120,107,3349,27,1524,41,1994-06-07
42571,40837,0,0,0,59,113,3128,30,1470,44,1994-06-08
42555,40854,0,0,0,41,64,2863,34,1144,38,1994-06-09
42426,40778,0,0,0,76,72,2784,44,1180,40,1994-06-10
42234,40418,0,0,0,35,84,2956,27,1370,42,1994-06-11
41352,39662,0,0,0,68,98,2783,20,1290,36,1994-06-12
42305,40422,0,0,0,64,138,3045,28,1460,34,1994-06-13
42757,40990,0,0,0,66,102,3267,32,1439,31,1994-06-14
35815,34254,0,0,0,36,35,2941,21,1402,28,1994-06-15
36616,35173,0,0,0,15,43,2378,20,995,25,1994-06-16
41567,39857,0,0,0,17,48,2929,36,1173,26,1994-06-17
41547,39718,0,0,0,46,59,3060,53,1217,31,1994-06-18
40496,38619,0,0,0,27,56,2678,18,1129,25,1994-06-19
41394,39650,0,0,0,29,69,2907,7,1167,36,1994-06-20
41322,39553,0,0,0,59,101,3116,13,1289,32,1994-06-21
41640,39803,0,0,0,50,94,3144,14,1407,27,1994-06-22
41864,40150,0,0,0,68,112,3109,29,1359,34,1994-06-23
42729,40638,0,0,0,66,187,3448,18,1484,29,1994-06-24
42427,40379,0,0,0,34,112,3215,21,1530,20,1994-06-25
42163,40117,0,0,0,38,97,3174,27,1419,21,1994-06-26
42411,40405,0,0,0,56,109,3405,47,1593,21,1994-06-27
42462,40382,0,0,0,12,67,3219,35,1426,14,1994-06-28
42493,40454,0,0,0,39,103,3213,33,1463,16,1994-06-29
4604,4389,0,0,0,0,5,154,0,0,0,1994-06-30
42605,40504,0,0,0,43,59,3127,19,1395,19,1994-07-01
