temperature,dewpoint,wind_dir,wind_speed,pressure,precip_01h,precip_03h,precip_06h,precip_12h,precip_24h,snow_dept,date
114876,111630,0,0,0,3777,1308,5921,18,1865,1212,1999-01-01
120707,117640,0,0,0,8070,1816,6641,32,2107,1354,1999-01-02
121218,118004,0,0,0,8489,1845,6473,20,2148,1399,1999-01-03
110678,106833,0,0,0,2649,947,5671,39,1994,1280,1999-01-04
104448,100622,0,0,0,1354,687,5453,48,1714,1204,1999-01-05
114009,109719,0,0,0,2109,1161,5962,51,1687,1337,1999-01-06
116927,111948,0,0,0,2853,1306,6427,55,6586,1289,1999-01-07
124447,120298,0,0,0,7120,1797,6834,40,6369,1413,1999-01-08
123343,119139,0,0,0,10755,1785,6849,47,6832,1455,1999-01-09
110570,106762,0,0,0,4314,1209,6175,48,6880,1289,1999-01-10
112682,109035,0,0,0,2359,914,5882,64,5978,1375,1999-01-11
112104,108848,0,0,0,4085,1015,6251,49,7800,1319,1999-01-12
119073,115800,0,0,0,6119,1432,6485,41,8038,1282,1999-01-13
123930,120748,0,0,0,7537,1797,7018,43,10102,1219,1999-01-14
125004,121999,0,0,0,10311,1859,7187,42,8800,1306,1999-01-15
113883,110538,0,0,0,4558,1001,6584,56,8477,1178,1999-01-16
113869,110573,0,0,0,4421,912,6277,33,8176,1078,1999-01-17
117354,113641,0,0,0,8683,1698,7551,25,9840,1137,1999-01-18
111550,106645,0,0,0,4273,1017,6158,31,9458,1101,1999-01-19
115828,109620,0,0,0,4179,1049,6171,35,8894,984,1999-01-20
119650,113955,0,0,0,4399,1076,6168,35,8530,1027,1999-01-21
124639,120382,0,0,0,10074,1821,7880,46,11825,1170,1999-01-22
125607,122428,0,0,0,11825,2191,7713,41,9425,1179,1999-01-23
124475,121456,0,0,0,10794,1614,6762,38,9645,1131,1999-01-24
113782,110351,0,0,0,3792,899,6069,44,9364,1085,1999-01-25
113145,108574,0,0,0,3209,857,6064,31,7541,1007,1999-01-26
118927,113944,0,0,0,3544,830,6173,27,8379,1038,1999-01-27
116844,112153,0,0,0,4798,1259,6411,12,9181,901,1999-01-28
117657,112111,0,0,0,6858,1511,7167,42,9992,938,1999-01-29
119603,113355,0,0,0,8218,1411,6632,38,9230,927,1999-01-30
15053,14165,0,0,0,852,2,1047,0,27,136,1999-01-31
121647,114598,0,0,0,6111,1526,6830,21,10106,897,1999-02-01
128603,122142,0,0,0,10084,1884,7222,29,9653,907,1999-02-02
123759,117356,0,0,0,4279,906,6167,14,9192,872,1999-02-03
125518,117803,0,0,0,4424,1206,7005,37,11231,828,1999-02-04
122438,115391,0,0,0,3553,977,6425,28,8307,827,1999-02-05
123935,117814,0,0,0,5161,1251,6896,29,7393,784,1999-02-06
126355,120028,0,0,0,8444,1441,7061,37,8055,831,1999-02-07
128346,120970,0,0,0,3830,1036,6654,27,7543,898,1999-02-08
125490,118885,0,0,0,3328,748,6359,39,6831,832,1999-02-09
124358,118390,0,0,0,3133,850,6168,53,6440,895,1999-02-10
125651,120403,0,0,0,3376,834,6712,55,6788,915,1999-02-11
127156,122983,0,0,0,4976,1223,6675,43,7059,991,1999-02-12
120156,116212,0,0,0,3757,1082,6352,37,6655,1007,1999-02-13
117129,113967,0,0,0,2067,565,5875,48,5762,820,1999-02-14
119016,115936,0,0,0,1380,325,5400,28,5454,714,1999-02-15
120050,116741,0,0,0,3615,909,6370,42,5099,747,1999-02-16
124578,121274,0,0,0,6034,1444,7177,38,6897,776,1999-02-17
128924,125875,0,0,0,9320,1708,6828,22,6030,848,1999-02-18
128866,126178,0,0,0,3719,1134,6679,24,7449,862,1999-02-19
123918,121276,0,0,0,2512,996,6306,17,6440,839,1999-02-20
120986,118283,0,0,0,3928,1248,6849,10,6608,803,1999-02-21
121277,118395,0,0,0,3691,860,6873,28,6932,798,1999-02-22
118673,115844,0,0,0,3283,922,6528,30,6884,814,1999-02-23
