temperature,dewpoint,wind_dir,wind_speed,pressure,precip_01h,precip_03h,precip_06h,precip_12h,precip_24h,snow_dept,date
15572,15360,13116,15593,14620,4607,0,7,0,78,149,1958-01-01
15839,15658,13701,15858,14881,4609,0,6,0,121,149,1958-01-02
15948,15740,13445,15969,14986,4611,0,4,0,111,167,1958-01-03
15778,15597,13728,15799,14829,4608,0,7,0,85,167,1958-01-04
15753,15539,13842,15774,14808,4608,0,12,0,91,167,1958-01-05
16013,15789,13910,16033,15033,4598,0,10,0,83,168,1958-01-06
16040,15873,13959,16064,15064,4584,0,6,0,90,162,1958-01-07
16024,15841,13951,16056,15060,4584,0,3,0,110,173,1958-01-08
16047,15856,13385,16071,15079,4583,0,5,0,122,178,1958-01-09
16045,15847,13088,16062,15080,4598,0,2,0,107,164,1958-01-10
15838,15600,12906,15862,14891,4584,0,0,0,134,158,1958-01-11
15832,15584,13423,15849,14878,4573,0,3,0,125,159,1958-01-12
15995,15704,13345,16015,15021,4581,0,1,0,106,160,1958-01-13
16013,15802,13571,16038,15039,4585,0,3,0,111,170,1958-01-14
16021,15842,13994,16051,15049,4602,0,5,0,102,165,1958-01-15
16029,15839,13661,16052,15053,4608,0,1,0,124,156,1958-01-16
16040,15831,13600,16062,15062,4607,0,6,0,130,158,1958-01-17
15842,15683,14015,15860,14890,4596,0,10,0,128,159,1958-01-18
15755,15616,13937,15775,14809,4579,0,2,0,122,161,1958-01-19
16018,15903,13197,16038,15037,4574,0,9,0,115,153,1958-01-20
16036,15929,13658,16054,15048,4563,0,4,0,122,170,1958-01-21
16043,15961,13857,16064,15050,4587,0,2,0,150,150,1958-01-22
15996,15914,13706,16020,15022,4551,0,4,0,148,163,1958-01-23
16034,15946,14047,16062,15058,4551,0,4,0,120,167,1958-01-24
15848,15764,13921,15871,14900,4604,0,0,0,121,159,1958-01-25
15805,15704,13456,15833,14870,4576,0,2,0,111,162,1958-01-26
16015,15924,13203,16035,15048,4580,0,0,0,111,154,1958-01-27
16042,15968,13747,16062,15073,4579,0,0,0,127,152,1958-01-28
16068,15978,13474,16089,15087,4593,0,1,0,143,153,1958-01-29
16062,15980,13496,16085,15087,4601,0,0,0,140,159,1958-01-30
16024,15928,13761,16045,15063,4599,0,0,0,149,163,1958-01-31
15866,15757,13915,15886,14929,4586,0,0,0,135,176,1958-02-01
15871,15732,14128,15902,14930,4551,0,1,0,116,179,1958-02-02
16061,15926,14614,16079,15060,4562,0,5,0,130,185,1958-02-03
16100,15952,14492,16119,15108,4572,0,4,0,139,176,1958-02-04
16059,15941,13915,16079,15053,4543,0,4,0,127,176,1958-02-05
16061,15992,13408,16078,15064,4538,0,6,0,124,177,1958-02-06
16064,15939,14101,16083,15072,4539,0,5,0,115,176,1958-02-07
15856,15638,14292,15883,14913,4542,0,5,0,116,172,1958-02-08
15833,15633,14399,15857,14889,4562,0,0,0,127,176,1958-02-09
15990,15811,14286,16008,15019,4550,0,2,0,144,175,1958-02-10
15996,15810,13778,16015,15026,4521,0,4,0,121,180,1958-02-11
16029,15843,13941,16042,15052,4535,0,6,0,114,189,1958-02-12
16060,15900,14126,16084,15093,4547,0,1,0,115,182,1958-02-13
16062,15895,13760,16100,15105,4537,0,0,0,117,179,1958-02-14
15855,15661,13519,15872,14905,4552,0,0,0,98,183,1958-02-15
15753,15546,14170,15779,14821,4546,0,0,0,106,195,1958-02-16
15975,15741,14509,15977,15019,4574,0,3,0,133,184,1958-02-17
16024,15753,14565,16036,15058,4588,0,2,0,153,181,1958-02-18
16042,15781,14732,16064,15077,4599,0,5,0,151,184,1958-02-19
16071,15864,14283,16087,15092,4590,0,7,0,119,193,1958-02-20
16032,15833,13881,16048,15063,4581,0,15,0,119,194,1958-02-21
15849,15660,13409,15863,14898,4571,0,8,0,112,187,1958-02-22
15823,15658,13293,15839,14868,4566,0,1,0,119,187,1958-02-23
16069,15947,13146,16081,15086,4570,0,3,0,114,181,1958-02-24
16069,15936,14131,16084,15097,4596,0,4,0,133,180,1958-02-25
16050,15903,14586,16075,15081,4539,0,3,0,148,173,1958-02-26
16068,15915,14734,16082,15096,4522,0,1,0,123,165,1958-02-27
16070,15923,14590,16099,15108,4557,0,0,0,105,177,1958-02-28
15871,15753,14066,15902,14942,4591,0,1,0,124,174,1958-03-01
15827,15677,13485,15847,14890,4573,0,1,0,101,190,1958-03-02
16061,15928,13454,16077,15085,4571,0,5,0,106,188,1958-03-03
16053,15952,13930,16071,15078,4558,0,5,0,116,176,1958-03-04
16067,15943,13918,16085,15086,4581,0,3,0,139,166,1958-03-05
16017,15882,14109,16032,15044,4585,0,12,0,134,175,1958-03-06
16052,15898,14301,16075,15080,4598,0,8,0,128,177,1958-03-07
15881,15724,14385,15895,14933,4596,0,0,0,127,180,1958-03-08
15801,15681,14013,15822,14869,4591,0,1,0,111,173,1958-03-09
16027,15917,14090,16049,15088,4582,0,0,0,100,172,1958-03-10
16017,15918,13785,16057,15062,4588,0,3,0,93,173,1958-03-11
16039,15942,14319,16060,15056,4592,0,8,0,102,175,1958-03-12
16088,16000,14310,16103,15105,4597,0,1,0,90,168,1958-03-13
16048,15971,14377,16067,15070,4584,0,0,0,92,173,1958-03-14
15840,15772,14035,15868,14895,4591,0,1,0,105,164,1958-03-15
15810,15730,13822,15839,14872,4587,0,1,0,112,163,1958-03-16
16049,15959,13834,16064,15074,4598,0,4,0,107,167,1958-03-17
16010,15917,13539,16023,15026,4597,0,2,0,91,174,1958-03-18
16058,15933,13630,16068,15078,4590,0,0,0,102,170,1958-03-19
16026,15919,14140,16052,15064,4575,0,0,0,101,170,1958-03-20
16035,15940,14840,16066,15072,4573,0,3,0,98,171,1958-03-21
15885,15768,14475,15906,14925,4599,0,7,0,106,159,1958-03-22
15865,15750,13909,15886,14926,4595,0,4,0,97,166,1958-03-23
16002,15889,14165,16018,15029,4592,0,2,0,85,163,1958-03-24
15998,15872,13917,16015,15018,4570,0,1,0,78,163,1958-03-25
16060,15916,13901,16080,15082,4585,0,0,0,92,152,1958-03-26
16064,15943,14221,16080,15085,4597,0,0,0,87,157,1958-03-27
15978,15890,13925,16022,15031,4565,0,7,0,78,161,1958-03-28
15814,15732,13255,15857,14884,4581,0,4,0,70,161,1958-03-29
15843,15746,14002,15875,14909,4580,0,2,0,78,157,1958-03-30
16018,15895,14403,16035,15057,4599,0,3,0,83,152,1958-03-31
16056,15937,14602,16079,15108,4615,0,1,0,81,144,1958-04-01
16014,15939,14230,16051,15060,4591,0,6,0,73,144,1958-04-02
16045,15945,14526,16063,15081,4574,0,1,0,89,133,1958-04-03
16066,15960,14234,16079,15099,4544,0,4,0,90,137,1958-04-04
15829,15729,14244,15839,14864,4541,0,0,0,88,134,1958-04-05
15841,15734,14514,15854,14889,4578,0,0,0,76,140,1958-04-06
16039,15931,14772,16056,15080,4580,0,2,0,95,129,1958-04-07
16063,15965,14685,16077,15087,4578,0,2,0,98,111,1958-04-08
16045,15948,14549,16057,15065,4584,0,1,0,117,119,1958-04-09
16025,15936,14464,16038,15049,4583,0,2,0,105,126,1958-04-10
16055,15972,14303,16071,15079,4589,0,3,0,85,134,1958-04-11
15845,15765,13703,15862,14895,4600,0,5,0,77,129,1958-04-12
15805,15708,13334,15817,14850,4577,0,4,0,96,122,1958-04-13
16037,15948,13784,16048,15058,4598,0,4,0,103,123,1958-04-14
16099,15996,13710,16115,15119,4600,0,1,0,89,123,1958-04-15
16110,16004,14247,16129,15136,4604,0,6,0,80,116,1958-04-16
16115,16025,13987,16131,15148,4587,0,8,0,100,114,1958-04-17
16096,16011,13666,16125,15137,4575,0,1,0,110,108,1958-04-18
15935,15835,13612,15952,14970,4576,0,0,0,123,103,1958-04-19
15853,15751,13865,15864,14901,4576,0,1,0,120,106,1958-04-20
16056,15956,14334,16067,15086,4562,0,4,0,124,103,1958-04-21
16091,15981,14807,16101,15114,4575,0,1,0,128,108,1958-04-22
16081,15972,14827,16095,15110,4576,0,2,0,104,106,1958-04-23
16098,16011,14510,16112,15125,4574,0,1,0,96,108,1958-04-24
16109,16019,14650,16121,15124,4576,0,3,0,104,104,1958-04-25
15940,15848,14097,15949,14974,4590,0,1,0,85,118,1958-04-26
15900,15813,14092,15911,14943,4590,0,4,0,79,115,1958-04-27
16064,15977,14427,16073,15109,4600,0,2,0,93,116,1958-04-28
16021,15931,14645,16051,15083,4600,0,1,0,104,104,1958-04-29
16059,15964,14466,16071,15091,4577,0,6,0,123,94,1958-04-30
16000,15914,13838,16014,15032,4595,0,3,0,99,110,1958-05-01
16026,15939,14268,16055,15071,4614,0,10,0,103,93,1958-05-02
15961,15875,14396,15974,14997,4633,0,6,0,106,93,1958-05-03
15873,15795,13945,15886,14915,4648,0,5,0,113,98,1958-05-04
16015,15922,14266,16031,15047,4628,0,8,0,86,96,1958-05-05
16090,15988,14483,16104,15119,4652,0,4,0,62,109,1958-05-06
16084,15988,14433,16098,15122,4656,0,2,0,60,107,1958-05-07
16097,15977,14435,16108,15126,4648,0,4,0,87,86,1958-05-08
16071,15947,14067,16086,15101,4648,0,1,0,111,74,1958-05-09
15934,15824,13753,15948,14970,4648,0,3,0,102,103,1958-05-10
15852,15751,13614,15861,14891,4636,0,7,0,88,104,1958-05-11
16038,15921,14199,16045,15070,4642,0,3,0,105,88,1958-05-12
16067,15957,14169,16082,15091,4637,0,7,0,82,102,1958-05-13
16101,16001,13753,16117,15122,4623,0,10,0,85,91,1958-05-14
16124,16025,13673,16135,15153,4620,0,7,0,71,101,1958-05-15
16116,16049,13738,16129,15135,4647,0,11,0,63,109,1958-05-16
16007,15952,13821,16024,15042,4635,0,8,0,58,113,1958-05-17
15922,15861,13875,15935,14968,4645,0,7,0,78,92,1958-05-18
16080,16009,14280,16090,15107,4634,0,6,0,114,86,1958-05-19
16070,16004,13998,16083,15074,4648,0,3,0,108,84,1958-05-20
16124,16057,14002,16136,15133,4647,0,7,0,91,84,1958-05-21
16130,16064,13659,16140,15129,4649,0,2,0,101,93,1958-05-22
16083,16011,13677,16096,15090,4647,0,4,0,97,94,1958-05-23
15896,15839,13583,15910,14911,4620,0,4,0,71,105,1958-05-24
15886,15828,13936,15899,14919,4644,0,3,0,76,94,1958-05-25
16053,15982,13920,16064,15067,4645,0,0,0,99,88,1958-05-26
16095,16019,13887,16105,15109,4645,0,2,0,90,98,1958-05-27
