temperature,dewpoint,wind_dir,wind_speed,pressure,precip_01h,precip_03h,precip_06h,precip_12h,precip_24h,snow_dept,date
14932,14768,13098,14920,11827,4895,0,7,0,104,156,1960-01-01
14937,14736,12602,14920,11809,4913,0,9,0,107,163,1960-01-02
14924,14729,13281,14921,11802,4900,0,15,0,142,163,1960-01-03
15073,14889,13289,15068,11905,4929,0,21,0,132,150,1960-01-04
15105,14924,12932,15090,11925,4929,0,26,0,121,151,1960-01-05
15093,14913,12750,15086,11914,4932,0,28,0,141,163,1960-01-06
15086,14896,12525,15076,11889,4926,0,25,0,131,164,1960-01-07
15086,14904,13003,15073,11902,4907,0,15,0,136,163,1960-01-08
14928,14775,12715,14957,11836,4933,0,12,0,127,159,1960-01-09
14934,14784,12475,14921,11819,4913,0,12,0,129,164,1960-01-10
15082,14881,12628,15063,11922,4912,0,14,0,130,172,1960-01-11
15093,14822,12801,15083,11941,4913,0,8,0,109,178,1960-01-12
15091,14752,12354,15070,11919,4906,0,7,0,107,175,1960-01-13
15116,14832,12633,15095,11933,4920,0,8,0,115,181,1960-01-14
15020,14673,12543,15009,11879,4907,0,8,0,104,176,1960-01-15
14962,14741,12880,14971,11852,4934,0,3,0,129,174,1960-01-16
14892,14766,12744,14907,11825,4887,0,6,0,124,177,1960-01-17
15046,14891,13062,15034,11895,4890,0,3,0,122,185,1960-01-18
15057,14909,13310,15048,11906,4906,0,4,0,103,189,1960-01-19
15082,14933,13214,15082,11910,4909,0,1,0,122,187,1960-01-20
15080,14923,13050,15064,11908,4909,0,8,0,127,190,1960-01-21
15112,14938,12976,15093,11932,4912,0,7,0,110,189,1960-01-22
14982,14802,12493,14966,11851,4910,0,5,0,91,188,1960-01-23
14948,14745,11484,14935,11820,4902,0,15,0,114,189,1960-01-24
15071,14846,11675,15056,11896,4902,0,11,0,127,186,1960-01-25
15108,14888,12541,15094,11932,4932,0,10,0,124,190,1960-01-26
15110,14828,12469,15092,11917,4910,0,3,0,143,183,1960-01-27
15097,14784,12260,15083,11913,4933,0,2,0,111,187,1960-01-28
15133,14893,13050,15115,11929,4923,0,5,0,140,181,1960-01-29
14988,14776,12919,14973,11862,4899,0,6,0,149,185,1960-01-30
14971,14789,12635,14955,11846,4908,0,6,0,88,191,1960-01-31
15100,14974,13116,15115,11938,4915,0,10,0,90,189,1960-02-01
15077,14981,13123,15110,11945,4889,0,10,0,98,184,1960-02-02
15056,14952,13475,15113,11945,4878,0,3,0,118,181,1960-02-03
15091,14992,13241,15125,11931,4890,0,7,0,103,182,1960-02-04
15070,14988,13098,15100,11952,4860,0,11,0,106,186,1960-02-05
14932,14850,13193,14978,11860,4860,0,8,0,120,179,1960-02-06
14948,14853,13443,14985,11855,4877,0,5,0,149,165,1960-02-07
15062,14944,13516,15106,11940,4882,0,8,0,149,168,1960-02-08
15098,14966,13611,15126,11948,4881,0,13,0,148,171,1960-02-09
15104,14960,13617,15144,11960,4879,0,10,0,127,176,1960-02-10
15058,14950,13724,15097,11906,4901,0,5,0,119,180,1960-02-11
15075,14933,13458,15079,11889,4897,0,13,0,128,164,1960-02-12
