temperature,dewpoint,wind_dir,wind_speed,pressure,precip_01h,precip_03h,precip_06h,precip_12h,precip_24h,snow_dept,date
26895,24863,0,0,0,5979,0,4218,10,887,875,1985-01-01
28266,26107,0,0,0,6006,0,4416,7,971,913,1985-01-02
28658,26497,0,0,0,6031,0,4762,8,824,780,1985-01-03
28587,26543,0,0,0,6014,0,4831,9,765,741,1985-01-04
28228,26068,0,0,0,6017,0,4706,5,831,859,1985-01-05
27755,25747,0,0,0,6022,0,4769,4,712,808,1985-01-06
28479,26460,0,0,0,6030,0,4742,3,678,820,1985-01-07
27446,25468,0,0,0,5911,0,4180,2,762,918,1985-01-08
29062,27076,0,0,0,5985,0,4671,5,673,948,1985-01-09
29341,27292,0,0,0,6000,0,4672,7,805,1131,1985-01-10
29114,26972,0,0,0,5996,0,4411,6,896,1142,1985-01-11
28156,26108,0,0,0,5972,0,4386,8,665,1042,1985-01-12
27942,25919,0,0,0,5997,0,4603,7,655,1083,1985-01-13
28598,26499,0,0,0,5986,0,4719,6,727,1044,1985-01-14
29011,26715,0,0,0,6042,0,4761,5,855,1120,1985-01-15
28629,26330,0,0,0,6025,0,4702,2,776,1003,1985-01-16
28419,26185,0,0,0,5998,0,4293,3,1078,1206,1985-01-17
27962,25813,0,0,0,5952,0,4306,4,969,1093,1985-01-18
27391,25077,0,0,0,5921,0,3706,8,742,1010,1985-01-19
27393,25312,0,0,0,5968,0,4225,7,900,1137,1985-01-20
28735,26535,0,0,0,5995,0,4549,8,902,1198,1985-01-21
28979,26784,0,0,0,5998,0,4577,4,737,1147,1985-01-22
28994,26923,0,0,0,6018,0,4592,5,688,1096,1985-01-23
29291,27181,0,0,0,6026,0,4699,2,743,1066,1985-01-24
29091,27113,0,0,0,6055,0,4609,3,789,1045,1985-01-25
28644,26533,0,0,0,6022,0,4576,7,755,964,1985-01-26
28145,26069,0,0,0,6042,0,4353,8,796,997,1985-01-27
28902,26807,0,0,0,6041,0,4304,7,915,1064,1985-01-28
28830,26684,0,0,0,6056,0,4275,6,837,1069,1985-01-29
29271,26982,0,0,0,6030,0,4418,6,757,1038,1985-01-30
29456,27019,0,0,0,6045,0,4428,6,920,1214,1985-01-31
29100,26540,0,0,0,5951,0,4377,8,1000,1303,1985-02-01
28045,25747,0,0,0,5912,0,4331,7,1013,1277,1985-02-02
