temperature,dewpoint,wind_dir,wind_speed,pressure,precip_01h,precip_03h,precip_06h,precip_12h,precip_24h,snow_dept,date
32115,28947,0,0,0,5895,3,3450,4,560,617,1992-01-01
32485,29523,0,0,0,5990,8,3462,7,677,603,1992-01-02
33458,30331,0,0,0,6009,9,3542,11,824,595,1992-01-03
32867,29706,0,0,0,5999,12,3576,4,851,546,1992-01-04
32292,29143,0,0,0,5941,1,3504,5,870,596,1992-01-05
33094,29869,0,0,0,5959,2,3343,5,736,540,1992-01-06
33800,30576,0,0,0,5942,7,3530,6,814,757,1992-01-07
33744,30572,0,0,0,5954,11,3555,4,885,763,1992-01-08
32908,30221,0,0,0,5966,20,3445,8,858,656,1992-01-09
32665,29393,0,0,0,5939,40,3555,10,896,703,1992-01-10
32274,28906,0,0,0,5929,23,3347,3,789,716,1992-01-11
32474,29068,0,0,0,5933,5,3289,5,752,702,1992-01-12
33213,29624,0,0,0,5963,3,3231,8,1003,800,1992-01-13
32631,29314,0,0,0,5981,3,3432,4,1103,890,1992-01-14
33612,30104,0,0,0,5966,8,3469,5,998,983,1992-01-15
32897,29479,0,0,0,5975,44,3597,13,857,1013,1992-01-16
33770,30433,0,0,0,5965,41,3648,9,775,920,1992-01-17
32672,29676,0,0,0,5926,32,3541,10,713,899,1992-01-18
31918,28791,0,0,0,5883,1,3546,5,727,877,1992-01-19
32718,29472,0,0,0,5922,18,3653,5,662,858,1992-01-20
32465,29430,0,0,0,5919,13,3624,6,655,764,1992-01-21
33025,29795,0,0,0,5931,7,3570,7,681,678,1992-01-22
33290,29995,0,0,0,5953,2,3657,8,971,776,1992-01-23
32376,29096,0,0,0,5986,31,3598,9,1050,838,1992-01-24
32552,29185,0,0,0,5961,22,3175,9,837,802,1992-01-25
32419,29077,0,0,0,5904,55,3480,12,838,858,1992-01-26
33182,29833,0,0,0,5964,19,3618,10,790,741,1992-01-27
33066,29811,0,0,0,6015,25,3541,8,843,717,1992-01-28
33312,30003,0,0,0,5977,43,3660,11,756,685,1992-01-29
32790,29478,0,0,0,5968,9,3684,6,735,680,1992-01-30
32576,29235,0,0,0,5987,14,3678,4,772,694,1992-01-31
31444,28106,0,0,0,5989,25,3508,8,720,696,1992-02-01
31494,28165,0,0,0,5923,16,3531,6,609,643,1992-02-02
32863,29518,0,0,0,5978,36,3596,11,585,584,1992-02-03
31529,28524,0,0,0,5920,7,3517,7,628,608,1992-02-04
32583,29597,0,0,0,5978,6,3660,11,803,668,1992-02-05
32904,29709,0,0,0,5985,9,3629,6,727,625,1992-02-06
33514,30260,0,0,0,6002,2,3608,5,725,614,1992-02-07
32794,29501,0,0,0,5963,1,3326,8,635,715,1992-02-08
31928,28604,0,0,0,5967,10,3383,4,767,801,1992-02-09
33860,30421,0,0,0,6005,9,3484,4,819,732,1992-02-10
33265,30008,0,0,0,6009,4,3300,1,768,652,1992-02-11
32656,29414,0,0,0,5955,3,3319,6,902,736,1992-02-12
34248,30913,0,0,0,5979,3,3445,7,877,743,1992-02-13
33711,30316,0,0,0,6011,5,3380,3,1025,758,1992-02-14
33334,29825,0,0,0,5955,2,3441,5,956,722,1992-02-15
32421,29018,0,0,0,5984,4,3413,5,923,663,1992-02-16
32994,29519,0,0,0,5934,5,3539,6,954,674,1992-02-17
33483,30097,0,0,0,5970,6,3536,6,1007,674,1992-02-18
33944,30454,0,0,0,6007,8,3586,6,1025,716,1992-02-19
32719,29523,0,0,0,5966,9,3211,5,892,549,1992-02-20
34105,30822,0,0,0,5961,5,3717,5,892,699,1992-02-21
