temperature,dewpoint,wind_dir,wind_speed,pressure,precip_01h,precip_03h,precip_06h,precip_12h,precip_24h,snow_dept,date
7249,6821,0,0,0,1576,0,830,0,2138,1445,1991-01-01
7425,6934,0,0,0,1778,0,831,0,2159,1380,1991-01-02
7528,7030,0,0,0,1876,0,829,0,2164,1320,1991-01-03
7485,7044,0,0,0,1943,0,830,0,2165,1322,1991-01-04
7278,6841,0,0,0,1773,0,829,0,2164,1322,1991-01-05
7211,6729,0,0,0,1913,0,831,0,2156,1305,1991-01-06
7486,6959,0,0,0,1950,0,829,0,2159,1322,1991-01-07
7455,6907,0,0,0,1928,0,830,0,2155,1352,1991-01-08
7458,6979,0,0,0,1955,0,831,0,2156,1344,1991-01-09
7480,7113,0,0,0,1869,0,831,0,2149,1342,1991-01-10
7415,7112,0,0,0,1803,0,831,0,2150,1345,1991-01-11
7301,7023,0,0,0,1864,0,831,0,2152,1337,1991-01-12
7260,6954,0,0,0,1887,0,831,0,2154,1338,1991-01-13
7552,7191,0,0,0,1892,0,829,0,2156,1357,1991-01-14
7514,7085,0,0,0,1870,0,831,0,2157,1403,1991-01-15
7577,7108,0,0,0,1805,0,831,0,2153,1379,1991-01-16
7678,7169,0,0,0,1946,0,831,0,2153,1381,1991-01-17
7622,7215,0,0,0,1929,0,831,0,2157,1384,1991-01-18
7318,6998,0,0,0,1917,0,831,0,2156,1385,1991-01-19
7212,6906,0,0,0,1883,0,831,0,2154,1367,1991-01-20
7499,7112,0,0,0,1877,0,829,0,2164,1372,1991-01-21
7494,7060,0,0,0,1892,0,831,0,2159,1426,1991-01-22
7698,7242,0,0,0,1948,0,831,0,2146,1406,1991-01-23
7662,7307,0,0,0,1941,0,831,0,2151,1419,1991-01-24
7601,7264,0,0,0,1949,0,830,0,2150,1410,1991-01-25
7340,7000,0,0,0,1922,0,828,0,2148,1416,1991-01-26
7359,7030,0,0,0,1927,0,830,0,2142,1389,1991-01-27
7600,7179,0,0,0,1937,0,829,0,2136,1394,1991-01-28
7621,7197,0,0,0,1971,0,830,0,2166,1422,1991-01-29
7604,7184,0,0,0,1956,0,830,0,2155,1416,1991-01-30
1024,969,0,0,0,242,0,0,0,0,0,1991-01-31
7560,7176,0,0,0,1958,0,825,0,2159,1553,1991-02-01
7382,7007,0,0,0,2145,0,825,0,2169,1475,1991-02-02
7249,6916,0,0,0,2146,0,826,0,2170,1389,1991-02-03
7558,7226,0,0,0,2202,0,825,0,2169,1387,1991-02-04
7591,7236,0,0,0,2194,0,826,0,2170,1427,1991-02-05
7649,7316,0,0,0,2181,0,827,0,2171,1402,1991-02-06
7622,7287,0,0,0,2164,0,827,0,2168,1390,1991-02-07
7633,7270,0,0,0,2185,0,823,0,2169,1385,1991-02-08
7426,7093,0,0,0,2205,0,827,0,2169,1384,1991-02-09
7377,7008,0,0,0,2228,0,823,0,2171,1360,1991-02-10
7625,7253,0,0,0,2197,0,828,0,2168,1372,1991-02-11
7638,7259,0,0,0,2199,0,827,0,2166,1421,1991-02-12
7598,7255,0,0,0,2068,0,827,0,2151,1410,1991-02-13
